**** All Elevator Calls (time,src,dest,state,elev dt) stage 8 ****
Elevator call,4.993816266014164,-6,78,3,1, Done, dt, 1807.0061837339858
Elevator call,18.77917039169597,-9,-7,3,1, Done, dt, 858.220829608304
Elevator call,19.387078657155826,-1,5,3,1, Done, dt, 989.6129213428442
Elevator call,20.327517520632,-1,-5,3,0, Done, dt, 1158.672482479368
Elevator call,27.9999732565052,-1,55,3,1, Done, dt, 1531.0000267434948
Elevator call,29.917239624265676,-2,64,3,1, Done, dt, 1628.0827603757343
Elevator call,38.28582116015673,-4,68,3,1, Done, dt, 1663.7141788398433
Elevator call,39.19202923931175,-4,6,3,1, Done, dt, 980.8079707606882
Elevator call,39.69710409736126,0,95,3,1, Done, dt, 1959.3028959026387
Elevator call,49.43307426313186,-2,-4,3,6, Done, dt, 314.56692573686814
Elevator call,54.196436787183075,-6,8,3,1, Done, dt, 987.8035632128169
Elevator call,57.40531969890162,-3,7,3,1, Done, dt, 973.5946803010984
Elevator call,63.05259875982824,-5,-1,3,1, Done, dt, 879.9474012401718
Elevator call,79.37736411739434,-3,85,3,1, Done, dt, 1809.6226358826057
Elevator call,89.4285158976113,-5,19,3,1, Done, dt, 1073.5714841023887
Elevator call,92.15048695301039,-9,40,3,1, Done, dt, 1301.8495130469896
Elevator call,96.61997031673536,-6,39,3,1, Done, dt, 1286.3800296832646
Elevator call,108.64204888088284,-2,44,3,1, Done, dt, 1329.3579511191172
Elevator call,111.62708145083661,-3,-8,3,6, Done, dt, 296.3729185491634
Elevator call,116.72069026135568,-2,67,3,1, Done, dt, 1574.2793097386443
Elevator call,117.93413927793131,-2,70,3,1, Done, dt, 1606.0658607220687
Elevator call,133.34539591368775,-9,47,3,1, Done, dt, 1337.6546040863122
Elevator call,134.00355801094793,-6,98,3,1, Done, dt, 1897.996441989052
Elevator call,140.52095248879914,-6,54,3,1, Done, dt, 1407.4790475112009
Elevator call,142.07808960138755,-8,13,3,1, Done, dt, 954.9219103986125
Elevator call,146.76293294989182,0,73,3,1, Done, dt, 1610.2370670501082
