**** All Elevator Calls (time,src,dest,state,elev dt) stage 6 ****
Elevator call,4.993816266014164,-3,27,3,1, Done, dt, 885.0061837339858
Elevator call,18.77917039169597,-4,-3,3,1, Done, dt, 541.220829608304
Elevator call,19.387078657155826,0,14,3,9, Done, dt, 178.61292134284417
Elevator call,20.327517520632,0,-2,3,0, Done, dt, 208.672482479368
Elevator call,27.9999732565052,0,30,3,9, Done, dt, 346.0000267434948
Elevator call,29.917239624265676,0,7,3,9, Done, dt, 91.08276037573432
Elevator call,38.28582116015673,-1,45,3,1, Done, dt, 1049.7141788398433
Elevator call,39.19202923931175,-1,2,3,1, Done, dt, 575.8079707606882
Elevator call,39.69710409736126,0,48,3,9, Done, dt, 532.3028959026387
Elevator call,49.43307426313186,0,-1,3,8, Done, dt, 610.5669257368681
Elevator call,54.196436787183075,-2,50,3,1, Done, dt, 1088.803563212817
Elevator call,57.40531969890162,-1,0,3,1, Done, dt, 535.5946803010984
Elevator call,63.05259875982824,-2,0,3,1, Done, dt, 529.9474012401718
Elevator call,79.37736411739434,0,41,3,3, Done, dt, 512.6226358826057
Elevator call,89.4285158976113,-2,28,3,3, Done, dt, 359.5714841023887
Elevator call,92.15048695301039,-4,19,3,3, Done, dt, 257.8495130469896
Elevator call,96.61997031673536,-2,45,3,3, Done, dt, 539.3800296832646
Elevator call,108.64204888088284,0,19,3,3, Done, dt, 241.35795111911716
Elevator call,111.62708145083661,-1,-3,3,0, Done, dt, 128.3729185491634
Elevator call,116.72069026135568,0,24,3,3, Done, dt, 288.2793097386443
Elevator call,117.93413927793131,0,16,3,3, Done, dt, 199.0658607220687
Elevator call,133.34539591368775,-4,23,3,5, Done, dt, 313.65460408631225
Elevator call,134.00355801094793,-2,25,3,5, Done, dt, 334.9964419890521
Elevator call,140.52095248879914,-3,28,3,5, Done, dt, 361.47904751120086
Elevator call,142.07808960138755,-4,1,3,5, Done, dt, 62.921910398612454
Elevator call,146.76293294989182,0,27,3,5, Done, dt, 344.2370670501082
Elevator call,147.44392615224183,-3,33,3,5, Done, dt, 409.55607384775817
Elevator call,151.6163012890247,-3,3,3,5, Done, dt, 75.3836987109753
Elevator call,159.17766514162577,0,26,3,5, Done, dt, 320.82233485837423
Elevator call,170.15712188664338,-2,42,3,5, Done, dt, 485.8428781133566
Elevator call,173.25392580462358,1,3,3,5, Done, dt, 53.74607419537642
Elevator call,174.91394871323018,-1,31,3,5, Done, dt, 360.0860512867698
Elevator call,177.9146689591314,0,8,3,5, Done, dt, 104.0853310408686
Elevator call,179.41211574761928,0,48,3,5, Done, dt, 542.5878842523807
Elevator call,188.69360223337299,-2,-3,3,0, Done, dt, 51.306397766627015
Elevator call,197.44243298068636,-3,38,3,1, Done, dt, 813.5575670193136
Elevator call,202.63061730226673,0,42,3,1, Done, dt, 852.3693826977333
Elevator call,203.2352417416962,-4,25,3,1, Done, dt, 664.7647582583038
Elevator call,209.35081553255895,13,-1,3,4, Done, dt, 368.64918446744105
Elevator call,209.97850155767696,-1,29,3,1, Done, dt, 702.021498442323
Elevator call,210.90630526255882,12,0,3,2, Done, dt, 798.0936947374412
Elevator call,211.32931870336074,0,29,3,1, Done, dt, 700.6706812966393
Elevator call,217.22290993535717,-4,11,3,1, Done, dt, 496.77709006464283
Elevator call,218.07434462591186,26,44,3,1, Done, dt, 215.92565537408814
Elevator call,219.81598778407965,-4,5,3,1, Done, dt, 428.18401221592035
Elevator call,220.76873550670848,31,-1,3,4, Done, dt, 357.2312644932915
Elevator call,224.31198381778677,-2,-3,3,0, Done, dt, 15.688016182213232
Elevator call,231.56651879541005,22,33,3,9, Done, dt, 175.43348120458995
Elevator call,238.4981901010815,0,-1,3,6, Done, dt, 87.50180989891851
Elevator call,249.14578168308412,0,39,3,1, Done, dt, 772.8542183169159
Elevator call,249.47153929844012,-2,0,3,1, Done, dt, 343.5284607015599
Elevator call,254.50344330296275,-1,10,3,1, Done, dt, 448.49655669703725
Elevator call,255.11453151297678,-2,2,3,1, Done, dt, 359.8854684870232
Elevator call,257.29849213037915,-1,-4,3,6, Done, dt, 101.70150786962085
Elevator call,260.38349181826743,-4,31,3,1, Done, dt, 673.6165081817326
Elevator call,266.894697015759,47,-2,3,0, Done, dt, 632.105302984241
Elevator call,270.3465008526289,-1,-2,3,0, Done, dt, 628.6534991473711
Elevator call,272.4308393782785,-4,46,3,1, Done, dt, 826.5691606217215
Elevator call,278.80736100021363,-2,47,3,1, Done, dt, 831.1926389997864
Elevator call,285.4590041763097,-1,49,3,1, Done, dt, 846.5409958236903
Elevator call,299.06238686043775,-4,31,3,1, Done, dt, 634.9376131395622
Elevator call,303.5884504315734,-1,24,3,1, Done, dt, 553.4115495684266
Elevator call,305.1612056606798,-4,11,3,1, Done, dt, 408.8387943393202
Elevator call,307.17728820035336,-1,22,3,1, Done, dt, 527.8227117996466
Elevator call,310.1052389352092,20,-1,3,4, Done, dt, 267.8947610647908
Elevator call,310.2471597613528,-3,41,3,1, Done, dt, 733.7528402386472
Elevator call,310.43660083151826,12,-2,3,4, Done, dt, 278.56339916848174
Elevator call,310.65895693179937,0,-2,3,6, Done, dt, 26.341043068200634
Elevator call,314.465693673799,-4,-2,3,1, Done, dt, 256.534306326201
Elevator call,318.63880157220933,-2,4,3,1, Done, dt, 318.36119842779067
Elevator call,326.58639638472255,-3,0,3,1, Done, dt, 266.41360361527745
Elevator call,334.8964002994919,-2,3,3,1, Done, dt, 291.1035997005081
Elevator call,338.34551095760867,-4,19,3,1, Done, dt, 463.65448904239133
Elevator call,346.0955137209953,-4,35,3,1, Done, dt, 631.9044862790047
Elevator call,361.645498123866,-3,17,3,1, Done, dt, 418.354501876134
Elevator call,363.8472274622245,-2,-1,3,1, Done, dt, 218.1527725377755
Elevator call,381.31971563530055,-3,41,3,1, Done, dt, 662.6802843646994
Elevator call,388.51503029731634,-1,40,3,1, Done, dt, 644.4849697026837
Elevator call,394.25877451521023,0,-3,3,6, Done, dt, 623.7412254847898
Elevator call,394.9568870028586,-4,0,3,1, Done, dt, 198.0431129971414
Elevator call,396.01053237831434,-3,11,3,1, Done, dt, 317.98946762168566
Elevator call,396.1162807679582,0,44,3,1, Done, dt, 680.8837192320418
Elevator call,397.828560875153,4,19,3,1, Done, dt, 404.171439124847
Elevator call,398.52040573961403,-1,4,3,1, Done, dt, 238.47959426038597
Elevator call,399.94909007969295,0,35,3,1, Done, dt, 578.050909920307
Elevator call,400.2358983059046,-2,41,3,1, Done, dt, 643.7641016940954
Elevator call,403.08087087207764,-2,10,3,1, Done, dt, 299.91912912792236
Elevator call,420.90267429546566,-1,24,3,1, Done, dt, 436.09732570453434
Elevator call,424.97730311249506,35,0,3,0, Done, dt, 452.02269688750494
Elevator call,431.638137321645,-2,1,3,7, Done, dt, 67.36186267835501
Elevator call,438.369875408335,-1,-2,3,4, Done, dt, 150.63012459166498
Elevator call,440.91040561273644,-3,0,3,7, Done, dt, 47.08959438726356
Elevator call,442.48024316783403,19,29,3,7, Done, dt, 364.51975683216597
Elevator call,445.22554369489694,0,5,3,7, Done, dt, 97.77445630510306
Elevator call,447.82100185917807,39,11,3,0, Done, dt, 308.17899814082193
Elevator call,448.37219431241874,-4,35,3,7, Done, dt, 1067.6278056875813
Elevator call,448.5527280150875,-3,0,3,7, Done, dt, 39.447271984912504
Elevator call,449.6414067161206,-2,10,3,7, Done, dt, 148.35859328387937
Elevator call,458.57493472839155,0,26,3,7, Done, dt, 315.42506527160845
Elevator call,464.05052587172395,-4,33,3,1, Done, dt, 491.94947412827605
Elevator call,467.1243025576689,-4,20,3,1, Done, dt, 345.8756974423311
Elevator call,471.18462320429603,-4,9,3,1, Done, dt, 220.81537679570397
Elevator call,473.82402016162405,-3,-4,3,4, Done, dt, 137.17597983837595
Elevator call,486.18831609784525,5,41,3,7, Done, dt, 452.81168390215475
Elevator call,494.2575701969208,-2,-4,3,4, Done, dt, 116.74242980307918
Elevator call,499.06404009518997,-4,-2,3,1, Done, dt, 71.93595990481003
Elevator call,505.42918834826446,-2,15,3,1, Done, dt, 252.57081165173554
Elevator call,505.5712470512408,0,8,3,1, Done, dt, 175.4287529487592
